"bug_fixing";"filename";"filepath";"bug_introducing"
"bbd2aaac3d5c13db1d12a99ef38ab267985fc6c0";"BigClassTest.java";"jodd-proxetta\src\test\java\jodd\proxetta\BigClassTest.java";"{'8f304a0f238952d80e314153342d71d1572c3184', 'ff794b8d2415cc8f3d1f00b8f3deaa36887d743e', 'fb71683987aefd30fa127d91d8bb7ce266b31b69', '7a92674ab78530c505d344b41b01becfef01f8cd', '245f7d52221df5d203fc0681217cd97c08748bc5', 'b0a3823fe6310b1424c8b51c41f808c524fc4e7c'}"
"bbd2aaac3d5c13db1d12a99ef38ab267985fc6c0";"BigFatJoe.java";"jodd-proxetta\src\test\java\jodd\proxetta\data\BigFatJoe.java";"{'733301f0dc9a95bcdb1f927c9adb2799d84a2060', '7a92674ab78530c505d344b41b01becfef01f8cd', 'b0a3823fe6310b1424c8b51c41f808c524fc4e7c', '245f7d52221df5d203fc0681217cd97c08748bc5'}"
"bbd2aaac3d5c13db1d12a99ef38ab267985fc6c0";"SmallSkinnyZoe.java";"jodd-proxetta\src\test\java\jodd\proxetta\data\SmallSkinnyZoe.java";"{'ff794b8d2415cc8f3d1f00b8f3deaa36887d743e'}"
"bbd2aaac3d5c13db1d12a99ef38ab267985fc6c0";"One.java";"jodd-proxetta\src\test\java\jodd\proxetta\inv\One.java";"{'3212808096ed2ed6a2634d0a0f53cc4953905973'}"
"bac5114d31ad00575dc91cf03021b0af508bc17d";"pom.xml";"jodd-parent\pom.xml";"{'271ca16a4c0ccaac66eab771d97728c0cd776f5f'}"
"ad13cdbbbd88fe7c6c83d308668f40ca305d2f86";"PetiteBeans.java";"jodd-petite\src\main\java\jodd\petite\PetiteBeans.java";"{'b9dabdd95333b5b542dd9b38aadb7d72fae2325a'}"
"ad13cdbbbd88fe7c6c83d308668f40ca305d2f86";"PetiteContainer.java";"jodd-petite\src\main\java\jodd\petite\PetiteContainer.java";"{'b9dabdd95333b5b542dd9b38aadb7d72fae2325a'}"
"ad13cdbbbd88fe7c6c83d308668f40ca305d2f86";"AutomagicPetiteConfigurator.java";"jodd-petite\src\main\java\jodd\petite\config\AutomagicPetiteConfigurator.java";"{'b9dabdd95333b5b542dd9b38aadb7d72fae2325a'}"
"ae761320f991b8a71825525b1b5af61240b20f34";"JtxTransaction.java";"jodd-jtx\src\main\java\jodd\jtx\JtxTransaction.java";"{'b9dabdd95333b5b542dd9b38aadb7d72fae2325a'}"
"ae761320f991b8a71825525b1b5af61240b20f34";"JtxTransactionManager.java";"jodd-jtx\src\main\java\jodd\jtx\JtxTransactionManager.java";"{'b9dabdd95333b5b542dd9b38aadb7d72fae2325a'}"
"ae761320f991b8a71825525b1b5af61240b20f34";"DbJtxResourceManager.java";"jodd-jtx\src\main\java\jodd\jtx\db\DbJtxResourceManager.java";"{'b9dabdd95333b5b542dd9b38aadb7d72fae2325a'}"
"ae761320f991b8a71825525b1b5af61240b20f34";"DbJtxSessionProvider.java";"jodd-jtx\src\main\java\jodd\jtx\db\DbJtxSessionProvider.java";"{'b9dabdd95333b5b542dd9b38aadb7d72fae2325a'}"
"ae761320f991b8a71825525b1b5af61240b20f34";"LeanJtxWorker.java";"jodd-jtx\src\main\java\jodd\jtx\worker\LeanJtxWorker.java";"{'b9dabdd95333b5b542dd9b38aadb7d72fae2325a'}"
"182fd38067e8a56adedcf40fc323425ada79e20e";"HtmlStaplerCssTest.java";"jodd-lagarto-web\src\test\java\jodd\htmlstapler\HtmlStaplerCssTest.java";"{'1f7a6f72e055f9f25363956806f94994dfc4cab2'}"
"24cfd5ed26bda32e485de4403d0fdf4019c4e382";"PropertiesToPropsTestHelper.java";"jodd-props\src\test\java\jodd\props\PropertiesToPropsTestHelper.java";"{'923d9fa9ccbe363a7f625cc58ee056a82e0b803a'}"
"eb98b73ed3844e2a57dae9a5269ab7833bff5f6a";"ZipUtil.java";"jodd-core\src\main\java\jodd\io\ZipUtil.java";"{'25b8a12c893561687a38cf7d9ccad144be2bc33e', '24d47548530749e623d282d7e11b5999568cb8c0', '0759958b8f1e9ab79aea34317c37ddaaadac081f', '8ff929a24551272c2f10b32c01f8f82c1be07b07'}"
"137810ff4c4c0f206963b4d8472864b26db4ca94";"ClassLoaderUtil.java";"jodd-core\src\main\java\jodd\util\ClassLoaderUtil.java";"{'f925efe3ae5fe93ecf34ace389c50469f5b2c664', '31e7a987adb4b123a0225e872524b8ee1aa40496'}"
"29109ad84a6619961ef34b1efa32b0feaf80094c";"jodd-fn.tld";"jodd-servlet\src\main\resources\META-INF\jodd-fn.tld";"{'1d4cab3f16e20ad813022b9974de75187104e781', 'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"d91a375a12f7828c825e45b7e8f4c71eb857f356";"AbstractFormatter.java";"jodd-core\src\main\java\jodd\datetime\format\AbstractFormatter.java";"{'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"f985e51cb66926ef8d6779eefa50ed39aa10b902";"Jerry.java";"jodd-lagarto\src\main\java\jodd\jerry\Jerry.java";"{'670e233c197cad76edda03b5ec50ef870e59190c'}"
"2c45798758ed9f107bdd88375641d8b8f595fcfb";"FileUtil.java";"jodd-core\src\main\java\jodd\io\FileUtil.java";"{'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"d3a363bf857786eddc0b5afbe387b479929f9559";"BeanDefinition.java";"jodd-petite\src\main\java\jodd\petite\BeanDefinition.java";"{'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"d3a363bf857786eddc0b5afbe387b479929f9559";"PetiteContainer.java";"jodd-petite\src\main\java\jodd\petite\PetiteContainer.java";"{'4b49c2ee9d52caa51595b1ced233ab7e3d4462b7'}"
"d3a363bf857786eddc0b5afbe387b479929f9559";"ScopedProxyManager.java";"jodd-petite\src\main\java\jodd\petite\ScopedProxyManager.java";"{'d6366d9f1c0b582468fa7fb8d808877388914156'}"
"e5bc848a6b0316abd17bf43186d267ce1e265aac";"pom.xml";"pom.xml";"{'9211d2657ce3f2c6c1506d10327265259af1b647'}"
"d05eaf47edceaf1333ac07753acb65b6febd8075";"CssSelector.java";"jodd-lagarto\src\main\java\jodd\csselly\CssSelector.java";"{'62715a8c4d5c4497ea23a23dc44c006c4033efd8'}"
"a549a1e0f7ec1c236aaaa4eb636217968404da08";"ActionMethodParserTest.java";"jodd-madvoc\src\test\java\jodd\madvoc\ActionMethodParserTest.java";"{'613eb9f16ebb9286b0d26c608b2e47a27cb9022e'}"
"743c4300133fe65bae7e3bb6863c4a1c2cee42a1";"Email.java";"jodd-mail\src\main\java\jodd\mail\Email.java";"{'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"743c4300133fe65bae7e3bb6863c4a1c2cee42a1";"SendMailSession.java";"jodd-mail\src\main\java\jodd\mail\SendMailSession.java";"{'801c0b041dfd5396cac111780bfde8b6cfd2a096', 'da78d9f59c5385808e320c4ad153a993f1eecc7e', '0b981317ce9b268b60ce7fe80b928b25be0c2b02', 'e046feaa5f6d5cd4fb9cf0512b43833b3ff7e1b0'}"
"58459ee5a2482ac4264d2f185d13e56171ca099e";"DbSessionProvider.java";"jodd-db\src\main\java\jodd\db\DbSessionProvider.java";"{'3081dc8d83bd3df027ba0df1428da842a2257970'}"
"58459ee5a2482ac4264d2f185d13e56171ca099e";"ThreadDbSessionProvider.java";"jodd-db\src\main\java\jodd\db\ThreadDbSessionProvider.java";"{'3081dc8d83bd3df027ba0df1428da842a2257970', 'c73f695c9e1b0120b7761e2cea65b06fa62ad0f1', 'da78d9f59c5385808e320c4ad153a993f1eecc7e', '1e052f81e90786c631133e880b16669bb047e6ba', 'dd97e31cc6e867834120731dfb057e57a6e0203f', '517a3f352e497a30f804adfd61008e278cad12e6'}"
"58459ee5a2482ac4264d2f185d13e56171ca099e";"DbJtxSessionProvider.java";"jodd-db\src\main\java\jodd\db\jtx\DbJtxSessionProvider.java";"{'1e052f81e90786c631133e880b16669bb047e6ba', '0d0121de5ef51f555f33050bede4c399e9a8cd14'}"
"c43fc7939a85458ee1a9abfd2da76d2a3eaae262";"ActionConfigSet.java";"jodd-madvoc\src\main\java\jodd\madvoc\ActionConfigSet.java";"{'26b30ef6feaeddc9c790fe34adce9d5bad563188'}"
"c43fc7939a85458ee1a9abfd2da76d2a3eaae262";"ActionsManager.java";"jodd-madvoc\src\main\java\jodd\madvoc\component\ActionsManager.java";"{'f3c0b85d03609e7d1ae3aff43ad20bdf422c0f09', '26b30ef6feaeddc9c790fe34adce9d5bad563188'}"
"c43fc7939a85458ee1a9abfd2da76d2a3eaae262";"ActionPathMacroInjector.java";"jodd-madvoc\src\main\java\jodd\madvoc\injector\ActionPathMacroInjector.java";"{'26b30ef6feaeddc9c790fe34adce9d5bad563188'}"
"283ba4fdf6c1b061f8a622131159d9aba4fe8b99";"ActionsManagerTest.java";"jodd-madvoc\src\test\java\jodd\madvoc\component\ActionsManagerTest.java";"{'7f143f6faa9e72c681fe2a4ae08e3637cd3d4ae6'}"
"bbe54f148e3862726bf5bb679378fcef1433db68";"build.gradle";"build.gradle";"{'8b0f1dac623d85093adc03d5d9741b3f772b530e'}"
"bbe54f148e3862726bf5bb679378fcef1433db68";"build.gradle";"distribution\build.gradle";"{'8b0f1dac623d85093adc03d5d9741b3f772b530e'}"
"49f50ff0e5542e88aaa348f391ad5894fbdf3912";"build.gradle";"distribution\build.gradle";"{'8b0f1dac623d85093adc03d5d9741b3f772b530e'}"
"49f50ff0e5542e88aaa348f391ad5894fbdf3912";"jodd-mobile-jar.xml";"distribution\src\main\assembly\jodd-mobile-jar.xml";"{'620b68e6d282495cd006506aadc4153cda3f2827', '767fd43da1e65311ed052d12a42f4fee8c68846e'}"
"63b68971f7bfea21e2be69c98ba9bb712387ea6b";"JDateTimeMoreTest.java";"jodd-core\src\test\java\jodd\datetime\JDateTimeMoreTest.java";"{'2025f6230bc61a8acca84e3e495e4128abadfb64'}"
"63b68971f7bfea21e2be69c98ba9bb712387ea6b";"PeriodTest.java";"jodd-core\src\test\java\jodd\datetime\PeriodTest.java";"{'b3de3461e95e4e286f4f55ecc59f5b886cfcd749'}"
"63b68971f7bfea21e2be69c98ba9bb712387ea6b";"ParserTest.java";"jodd-core\src\test\java\jodd\datetime\format\ParserTest.java";"{'d91a375a12f7828c825e45b7e8f4c71eb857f356'}"
"63b68971f7bfea21e2be69c98ba9bb712387ea6b";"DbSessionProviderTest.java";"jodd-db\src\test\java\jodd\db\DbSessionProviderTest.java";"{'cb7d1500f622fbfce4dad33586ae07a27f42bc07'}"
"63b68971f7bfea21e2be69c98ba9bb712387ea6b";"ActionsManagerTest.java";"jodd-madvoc\src\test\java\jodd\madvoc\component\ActionsManagerTest.java";"{'340bf42c6b9550475ed220ba3718a61e4c2e2034'}"
"63b68971f7bfea21e2be69c98ba9bb712387ea6b";"SendMailTest.java";"jodd-mail\src\test\java\jodd\mail\SendMailTest.java";"{'3f152596f153a10ce65c8490c43ad4e4ebf44e44'}"
"12302504b61c367ee6b37ec63405ae6499be0179";"HttpBase.java";"jodd-http\src\main\java\jodd\http\HttpBase.java";"{'d4358b00d2b6a149b6701c114a7a5bf426703759'}"
"a61523fe93006389b789020a7b974fe29a05aa29";"ClassDescriptor.java";"jodd-bean\src\main\java\jodd\introspector\ClassDescriptor.java";"{'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"35384de8a59a0376bcc5c0666ee21d7e736f5b4f";"ActionPathMapper.java";"jodd-madvoc\src\main\java\jodd\madvoc\component\ActionPathMapper.java";"{'0eaa2350107edfc2386392a2f905e5dcf52d764c'}"
"35384de8a59a0376bcc5c0666ee21d7e736f5b4f";"MadvocContextInjector.java";"jodd-madvoc\src\main\java\jodd\madvoc\component\MadvocContextInjector.java";"{'0eaa2350107edfc2386392a2f905e5dcf52d764c'}"
"35384de8a59a0376bcc5c0666ee21d7e736f5b4f";"ServletContextInjector.java";"jodd-madvoc\src\main\java\jodd\madvoc\component\ServletContextInjector.java";"{'0eaa2350107edfc2386392a2f905e5dcf52d764c'}"
"e988052ef9d6426de890ee0f333021e62bbc810c";"JSONAction.java";"jodd-joy\src\main\java\jodd\joy\madvoc\meta\JSONAction.java";"{'60596ad1eacbcc904e5d294e5472cf3f88559bfb'}"
"e988052ef9d6426de890ee0f333021e62bbc810c";"MadvocController.java";"jodd-madvoc\src\main\java\jodd\madvoc\component\MadvocController.java";"{'c7dae0145054e7f3dd234489e7d3fc57ab8ce0f5', 'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"4d67fccab12906172860a96a90aaeb16d2b8e9bd";"MadvocParamsInjector.java";"jodd-madvoc\src\main\java\jodd\madvoc\injector\MadvocParamsInjector.java";"{'0ef72f098917f9b039d4aec19ff98e296a7a0df2'}"
"4d67fccab12906172860a96a90aaeb16d2b8e9bd";"ParamManager.java";"jodd-petite\src\main\java\jodd\petite\ParamManager.java";"{'7119c88c86881655c6cbd8c3b648c4ada310c113', '686ec913e963adbf63560a76605885039e09eba2', '7cb60a3cbe6f9cbb07c21afce728c361741f6f51', '2fd8e5e9d5d951d8cc0e490315e7e5ecc58ead58'}"
"4d67fccab12906172860a96a90aaeb16d2b8e9bd";"PetiteBeans.java";"jodd-petite\src\main\java\jodd\petite\PetiteBeans.java";"{'5eaf69698989adfd2b1b0d18a557e7e5f255356c', '66a583605eeee16f1d671a2f81505e2c79eeb65e'}"
"4d67fccab12906172860a96a90aaeb16d2b8e9bd";"PetiteContainer.java";"jodd-petite\src\main\java\jodd\petite\PetiteContainer.java";"{'5eaf69698989adfd2b1b0d18a557e7e5f255356c'}"
"4d67fccab12906172860a96a90aaeb16d2b8e9bd";"PetiteResolvers.java";"jodd-petite\src\main\java\jodd\petite\PetiteResolvers.java";"{'926c17fa673d3601bbfb50e7be0f34fd277fe774', '66a583605eeee16f1d671a2f81505e2c79eeb65e'}"
"4d67fccab12906172860a96a90aaeb16d2b8e9bd";"CtorResolver.java";"jodd-petite\src\main\java\jodd\petite\resolver\CtorResolver.java";"{'66a583605eeee16f1d671a2f81505e2c79eeb65e', 'da78d9f59c5385808e320c4ad153a993f1eecc7e', '70f9a8920fd1389d31ab3eeaf87cf507eeeb352a'}"
"4d67fccab12906172860a96a90aaeb16d2b8e9bd";"InitMethodResolver.java";"jodd-petite\src\main\java\jodd\petite\resolver\InitMethodResolver.java";"{'66a583605eeee16f1d671a2f81505e2c79eeb65e', 'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"4d67fccab12906172860a96a90aaeb16d2b8e9bd";"MethodResolver.java";"jodd-petite\src\main\java\jodd\petite\resolver\MethodResolver.java";"{'66a583605eeee16f1d671a2f81505e2c79eeb65e', 'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"4d67fccab12906172860a96a90aaeb16d2b8e9bd";"PropertyResolver.java";"jodd-petite\src\main\java\jodd\petite\resolver\PropertyResolver.java";"{'66a583605eeee16f1d671a2f81505e2c79eeb65e', 'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"4d67fccab12906172860a96a90aaeb16d2b8e9bd";"SetResolver.java";"jodd-petite\src\main\java\jodd\petite\resolver\SetResolver.java";"{'926c17fa673d3601bbfb50e7be0f34fd277fe774', '17b9b4cb145514d9d7ecc74f2e5a629eb5bfc79b'}"
"a47c76a2f7680829782e00ec35c1fcbb30343c3f";"LocaleUtilTest.java";"jodd-core\src\test\java\jodd\util\LocaleUtilTest.java";"{'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"14902f61b94f3cbb20ce4b7dc36259dd2e2dab57";"JoddMail.java";"jodd-mail\src\main\java\jodd\JoddMail.java";"{'8e55030e0c2624c9216671a78635bac4559aa95e'}"
"14902f61b94f3cbb20ce4b7dc36259dd2e2dab57";"ReceiveMailSession.java";"jodd-mail\src\main\java\jodd\mail\ReceiveMailSession.java";"{'1e5dc344d530387a379209dbd8ba04892e93aa3c'}"
"3c09865976595b2cd7c4d2d989ae5c58fd7440ec";"EchoTestServer.java";"jodd-http\src\test\java\jodd\http\EchoTestServer.java";"{'bb4632b682c3908c73255f14c33f02b8650100fa'}"
"3c09865976595b2cd7c4d2d989ae5c58fd7440ec";"HttpConnectionTest.java";"jodd-http\src\test\java\jodd\http\HttpConnectionTest.java";"{'bb4632b682c3908c73255f14c33f02b8650100fa'}"
"c80166b027b6e9d193171a1ab3a9fd06e361e4f5";"LiveDatabaseTest.java";"jodd-db\src\integration-test\java\jodd\db\oom\LiveDatabaseTest.java";"{'4470ffd0034b418e1f67007d4b5844af7eb43c16', '74a4718f5849a72beef2944c38c791a01f9bc3f4', '614eb1bf6efe6d6826202806841b91dc74166cde', 'bd5826f857c107255f1d66dcdd6474f601f14c98', '3848092d8fa319a515b24d051d33b72f2a0c26b8', '3522205a95263916bfff08664a86689fe54a1e6b', '6980bae8577b66e5b70ce6a54ed0026f5bb0fe54', 'fa0b7d8d5bbb751105aa467bffb3cae1004ad30b'}"
"9ec7480601c68748e688847daafd1e10ea750396";"DbListIterator.java";"jodd-db\src\main\java\jodd\db\oom\DbListIterator.java";"{'9a469c8a8fa995761f4316ef540fcf0ea76a2ab3', 'da78d9f59c5385808e320c4ad153a993f1eecc7e', 'e92a183ba21b2f558485a6701d27f10fafd29fd9'}"
"3ad7f9157f5ed2e9bbdc3b6bb80ef3dbdc18dc52";"publish-maven.gradle";"gradle\publish-maven.gradle";"{'5e24fcca1f08a8fe4496b5a70d7ac824d2818163'}"
"3ad7f9157f5ed2e9bbdc3b6bb80ef3dbdc18dc52";"build.gradle";"jodd-lagarto-web\build.gradle";"{'05ef109069c521dc0e717487a7259b834daf48d3'}"
"3ad7f9157f5ed2e9bbdc3b6bb80ef3dbdc18dc52";"build.gradle";"jodd-madvoc\build.gradle";"{'05ef109069c521dc0e717487a7259b834daf48d3'}"
"3ad7f9157f5ed2e9bbdc3b6bb80ef3dbdc18dc52";"build.gradle";"jodd-servlet\build.gradle";"{'05ef109069c521dc0e717487a7259b834daf48d3'}"
"28789e55f6cf10408a60f9b53a69ec98eb1e138b";"PetiteBeans.java";"jodd-petite\src\main\java\jodd\petite\PetiteBeans.java";"{'449a8c459032b11714da95ab0184110b00902d93'}"
"28789e55f6cf10408a60f9b53a69ec98eb1e138b";"SessionScope.java";"jodd-petite\src\main\java\jodd\petite\scope\SessionScope.java";"{'da78d9f59c5385808e320c4ad153a993f1eecc7e', 'a8405b4707e3d774aae599043d21bfacce445dda'}"
"28789e55f6cf10408a60f9b53a69ec98eb1e138b";"ThreadLocalScope.java";"jodd-petite\src\main\java\jodd\petite\scope\ThreadLocalScope.java";"{'da78d9f59c5385808e320c4ad153a993f1eecc7e', 'a8405b4707e3d774aae599043d21bfacce445dda'}"
"a1e1d306cc8f85be1caf24adc7dcaef721f88f6d";"TextResult.java";"jodd-madvoc\src\main\java\jodd\madvoc\result\TextResult.java";"{'bb1dd9dce8257e2cae65ea95b9b8e06a788d393b'}"
"3b7794a23c8a48c81be2a889092cb79eca9f1d9e";"MadvocController.java";"jodd-madvoc\src\main\java\jodd\madvoc\component\MadvocController.java";"{'cc0428e4d777b8ac48ed20c6bf6398cf501bc7ee'}"
"9b5cf9be26a2aa92ff71468236bc1c694b644e9a";"HttpResponse.java";"jodd-http\src\main\java\jodd\http\HttpResponse.java";"{'bb4632b682c3908c73255f14c33f02b8650100fa'}"
"5df49952293378eb1eeef4674460168c109a6a6c";"lexer.sh";"jodd-lagarto\src\main\flex\jodd\lagarto\lexer.sh";"{'a20db56548f2e7257c03aee072e5c3b3d79062fa'}"
"fd0ee0c4d42c364cc0c6ca2f4f715716ed615ebd";"lexer.sh";"jodd-lagarto\src\main\flex\jodd\lagarto\lexer.sh";"{'5df49952293378eb1eeef4674460168c109a6a6c'}"
"fd0ee0c4d42c364cc0c6ca2f4f715716ed615ebd";"Lexer.java";"jodd-lagarto\src\main\java\jodd\lagarto\Lexer.java";"{'30cb9182e7b8b0b3dcb69795c08f70392ff03ccd', 'a313130e278773e6dbd9683ba54d66e88eefe43c', '44744ee76378624e6ccb3ca71bd9f2ececfff18e', '017d0572646288320d8702efdfc30d6d6d06201f', '6f6056d6d7952087225e84b850fb8ab61d7bc0a0'}"
"f8a8e0aad3ad8258360d42d6e9c7993401404c41";"csselly.flex";"jodd-lagarto\src\main\flex\jodd\csselly\csselly.flex";"{'62715a8c4d5c4497ea23a23dc44c006c4033efd8'}"
"c661e59da5b5957ed00c57aad51b6219e22ae0c2";"csselly.sh";"jodd-lagarto\src\main\flex\jodd\csselly\csselly.sh";"{'07c2b5481962ac8e8a3e361c674b8dbb16268f14'}"
"c661e59da5b5957ed00c57aad51b6219e22ae0c2";"CSSellyLexer.java";"jodd-lagarto\src\main\java\jodd\csselly\CSSellyLexer.java";"{'4824f54f5ad07796da708cdc3a34ee6ecd9a8589', '07c2b5481962ac8e8a3e361c674b8dbb16268f14', '5902bdc7af4969cbf7799ac778ddab4b7e31ff39', '62715a8c4d5c4497ea23a23dc44c006c4033efd8'}"
"a288774a6641ce2368b3ddc224aba738dea5a0b2";"jodd.css";"src\main\javadoc\jodd.css";"{'79158b41d0d8a9e4a0e77f6200003a1b0bde4d4d'}"
"72bb81279540c9cb9abec5f7db9b91d7bc9e656d";"ObjectUtil.java";"jodd-core\src\main\java\jodd\util\ObjectUtil.java";"{'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"2c2c9976edb0e832d693b1572d1c5a8f5876d2ff";"ReflectUtil.java";"jodd-core\src\main\java\jodd\util\ReflectUtil.java";"{'ed98d7c99b57fe74ea3450537e93e9074b4d95d7', 'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"2c2c9976edb0e832d693b1572d1c5a8f5876d2ff";"ReflectUtilTest.java";"jodd-core\src\test\java\jodd\util\ReflectUtilTest.java";"{'ed98d7c99b57fe74ea3450537e93e9074b4d95d7', 'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"4a9c41b4a97be07d8ee4056ccb9f0afd62f989e5";"Jerry.java";"jodd-lagarto\src\main\java\jodd\jerry\Jerry.java";"{'670e233c197cad76edda03b5ec50ef870e59190c'}"
"4a9c41b4a97be07d8ee4056ccb9f0afd62f989e5";"ScopeDataResolver.java";"jodd-madvoc\src\main\java\jodd\madvoc\injector\ScopeDataResolver.java";"{'6bb292138afe6095fcc848a3ee7233bcb0632502'}"
"b5adb530b0dded1cdb64b95dca1e46ddcd869f73";"jodd.todo";"etc\jodd.todo";"{'de41b4492cd42f5fcfce8d3f7ac3228229c5eb09'}"
"b5adb530b0dded1cdb64b95dca1e46ddcd869f73";"MethodSignatureVisitor.java";"jodd-proxetta\src\main\java\jodd\proxetta\asm\MethodSignatureVisitor.java";"{'da78d9f59c5385808e320c4ad153a993f1eecc7e', 'cc21d1ea0e01f0e8b126920c957648ed6347bfcd'}"
"b5adb530b0dded1cdb64b95dca1e46ddcd869f73";"ProxettaClassBuilder.java";"jodd-proxetta\src\main\java\jodd\proxetta\asm\ProxettaClassBuilder.java";"{'7a92674ab78530c505d344b41b01becfef01f8cd'}"
"b5adb530b0dded1cdb64b95dca1e46ddcd869f73";"ProxettaMethodBuilder.java";"jodd-proxetta\src\main\java\jodd\proxetta\asm\ProxettaMethodBuilder.java";"{'a95c526707ee1abf9d58e9f16157232621eb42d1'}"
"b5adb530b0dded1cdb64b95dca1e46ddcd869f73";"ProxettaWrapperClassBuilder.java";"jodd-proxetta\src\main\java\jodd\proxetta\asm\ProxettaWrapperClassBuilder.java";"{'4b9381fa4682240259953966e59975c435065f9a'}"
"b5adb530b0dded1cdb64b95dca1e46ddcd869f73";"TargetClassInfoReader.java";"jodd-proxetta\src\main\java\jodd\proxetta\asm\TargetClassInfoReader.java";"{'edb6f63e801ed23a509eb389b0a1264adf08e895', '5badc5c564e3afd237b41d661c0634d882dbf547', 'cc21d1ea0e01f0e8b126920c957648ed6347bfcd'}"
"b5adb530b0dded1cdb64b95dca1e46ddcd869f73";"BigClassTest.java";"jodd-proxetta\src\test\java\jodd\proxetta\BigClassTest.java";"{'de41b4492cd42f5fcfce8d3f7ac3228229c5eb09', 'b0a3823fe6310b1424c8b51c41f808c524fc4e7c'}"
"9c4f13cd1ec13c3e149c1226a0a476bf60bc361c";"BeanException.java";"jodd-bean\src\main\java\jodd\bean\BeanException.java";"{'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"9c4f13cd1ec13c3e149c1226a0a476bf60bc361c";"BeanProperty.java";"jodd-bean\src\main\java\jodd\bean\BeanProperty.java";"{'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"9c4f13cd1ec13c3e149c1226a0a476bf60bc361c";"BeanUtilBean.java";"jodd-bean\src\main\java\jodd\bean\BeanUtilBean.java";"{'facff385564c61384e6d05f45266d37992fc5fb4', 'ed34a496a39ed00e9a955c5bc1e493418ba9f807', '2f12882ac94844d450bc7cd093d731772cb55386', 'd361fdac5415b0c65d84e8b2c7b7c60864c40ea0', '94c5c39b9424df8d4931f8f214d892b427107977'}"
"9c4f13cd1ec13c3e149c1226a0a476bf60bc361c";"BeanUtilUtil.java";"jodd-bean\src\main\java\jodd\bean\BeanUtilUtil.java";"{'94c5c39b9424df8d4931f8f214d892b427107977', '9ac1f2c1d2aab16f29dd22d88d62e4b81e1ffa51', 'da78d9f59c5385808e320c4ad153a993f1eecc7e', 'd361fdac5415b0c65d84e8b2c7b7c60864c40ea0'}"
"9c4f13cd1ec13c3e149c1226a0a476bf60bc361c";"FieldDescriptor.java";"jodd-bean\src\main\java\jodd\introspector\FieldDescriptor.java";"{'9ac1f2c1d2aab16f29dd22d88d62e4b81e1ffa51'}"
"9c4f13cd1ec13c3e149c1226a0a476bf60bc361c";"MethodDescriptor.java";"jodd-bean\src\main\java\jodd\introspector\MethodDescriptor.java";"{'230096cc5df2f4c600e925b8950c50d6c52c8fd3'}"
"9c4f13cd1ec13c3e149c1226a0a476bf60bc361c";"IntrospectorGenericsTest.java";"jodd-bean\src\test\java\jodd\introspector\IntrospectorGenericsTest.java";"{'7674caf68323d08b7ce13ac86a53ee6a3691179a'}"
"9c4f13cd1ec13c3e149c1226a0a476bf60bc361c";"ReflectUtil.java";"jodd-core\src\main\java\jodd\util\ReflectUtil.java";"{'da78d9f59c5385808e320c4ad153a993f1eecc7e', '2c2c9976edb0e832d693b1572d1c5a8f5876d2ff'}"
"85f7a92fb340f3c0f8a6be1f97d191c921d6d109";"BasePathMacros.java";"jodd-madvoc\src\main\java\jodd\madvoc\macro\BasePathMacros.java";"{'bbfe59403bba86d38873353b35b2448612a1eebb'}"
"e85755cd1b7793045a938b25c5dc268cac8e1f27";"Props.java";"jodd-props\src\main\java\jodd\props\Props.java";"{'9e776ba41f5cc6f93df879f108b1ff3ceddfd1ce', '1c752e2c56853d1d3b2688e604f4b6ac0805219d'}"
"7cae7e4128a2cadd95a37747b05cabd2d00fc5c1";"jodd.todo";"etc\jodd.todo";"{'2341e056b989cfc6c540b730d65e3b18272fca35'}"
"7cae7e4128a2cadd95a37747b05cabd2d00fc5c1";"DOMBuilderTagVisitor.java";"jodd-lagarto\src\main\java\jodd\lagarto\dom\DOMBuilderTagVisitor.java";"{'f21123ccd7508d3e10bd753303487d365e830216', 'f5f869f2ee14ac9e6c5cc555ce0796ffc662558f', 'ebbe2514d1c7642a7231d63cff5ec048305e8d12', '7151f20ee3943e6fa79d8a6bfce9baa79c7e3bf8', 'bbcb73ef3526085f63af1c7d7a39f27c232406a2', '71cfe1b256cc1a35ccf3176b01f791b47219d624'}"
"7cae7e4128a2cadd95a37747b05cabd2d00fc5c1";"LagartoDOMBuilder.java";"jodd-lagarto\src\main\java\jodd\lagarto\dom\LagartoDOMBuilder.java";"{'c4b7b32c0d016ed9ef7276e4e50b074ad2b0720e'}"
